4602188751,42.3323915,-72.4693648
64050988,42.33328,-72.471181
64050964,42.336307,-72.477405
64050972,42.33896,-72.482844
64051006,42.339093,-72.483138
64051016,42.339245,-72.483413
64050992,42.339323,-72.483549
64051000,42.339414,-72.4837
64051038,42.339507,-72.483848
64051045,42.339603,-72.483991
64051024,42.339693,-72.484115
64051031,42.339879,-72.484355
64051067,42.339982,-72.484485
64051075,42.340192,-72.484741
64051055,42.340484000000004,-72.485087
64051059,42.341777,-72.4866441
5261471444,42.3455937,-72.4911901
64054269,42.346455,-72.492216
66624329,42.403496,-72.529264
66635142,42.403531,-72.529167
66624857,42.403566,-72.52907
66757009,42.403601,-72.528973
66693776,42.403629,-72.528896
66626598,42.403657,-72.528819
66638547,42.403684,-72.528742
66625007,42.403704,-72.528679
66767575,42.403723,-72.528616
66669033,42.403741,-72.528553
66728173,42.40376,-72.528486
66594445,42.40378,-72.528419
66739574,42.403798,-72.528352
66743830,42.4040479,-72.5272473
66714855,42.4040697,-72.5272548
66717773,42.4040921,-72.5272555
66639170,42.4041141,-72.5272492
66616703,42.4041345,-72.5272364
66628432,42.4041522,-72.5272177
66649257,42.4041664,-72.5271941
66726013,42.4041762,-72.5271667
66620512,42.4041812,-72.527137
66618349,42.4041811,-72.5271066
66616821,42.404176,-72.527077
66692043,42.404166,-72.5270497
66775160,42.4041518,-72.5270262
66729826,42.404134,-72.5270076
66630214,42.4041136,-72.5269949
66706707,42.4040922,-72.526989
66623242,42.4040704,-72.5269895
66610811,42.4040493,-72.5269964
66744341,42.4040297,-72.5270095
66691004,42.4040128,-72.527028
66700785,42.4039992,-72.5270512
66669347,42.4039898,-72.5270777
66752332,42.4039848,-72.5271065
66626248,42.4039847,-72.527136
66597891,42.4039893,-72.5271648
66634786,42.4039985,-72.5271916
66764841,42.4040118,-72.527215
66682718,42.4040285,-72.5272339
66687447,42.3217575,-72.5341587
66736581,42.321708,-72.533503
66746488,42.321702,-72.53283
66753313,42.321745,-72.532477
66693567,42.321868,-72.531862
66667378,42.321883,-72.531326
66616482,42.321859,-72.530971
66685374,42.321907,-72.530586
66765784,42.321991,-72.530252
66728825,42.322154,-72.529832
1336188078,42.3222695,-72.5295281
66702988,42.322445,-72.529116
66774454,42.322529,-72.528935
66686947,42.32263,-72.528805
66764539,42.322773,-72.528649
66761025,42.322893,-72.528549
66655058,42.323171,-72.528407
66601069,42.323462,-72.528358
66641783,42.323708,-72.528396
66769409,42.324317,-72.528629
66625488,42.324568,-72.528681
1336192600,42.3248784,-72.5287055
66614504,42.38431,-72.4999644
66752499,42.3849946,-72.4997607
66595937,42.385124,-72.499691
66759397,42.3852105,-72.4996066
66710178,42.3852911,-72.4994654
66660118,42.3853357,-72.4993092
66687719,42.3853463,-72.4991312
66701974,42.3853375,-72.49894689999999
66764343,42.369371,-72.515846
66673732,42.369425,-72.51562
66608092,42.36948,-72.515389
66648081,42.369523,-72.515198
66606836,42.369524,-72.51504
66672853,42.369545,-72.514798
66729079,42.369587,-72.514626
66639196,42.36967,-72.514477
66619607,42.3697958,-72.5143104
66596011,42.369918,-72.514211
66619510,42.370015,-72.514062
66767708,42.3701038,-72.513783
66636503,42.3701132,-72.5135125
66594573,42.3700439,-72.5131069
66626857,42.3700525,-72.5127891
66720756,42.340729,-72.504604
66760078,42.341069,-72.504608
66774259,42.341084,-72.504608
66704564,42.3411,-72.504608
66615547,42.342192,-72.504628
66697061,42.342321,-72.504612
66727625,42.342499,-72.50457
66674956,42.342715,-72.504514
66686615,42.342915,-72.50445
66629987,42.343101,-72.504389
66703447,42.343261,-72.504335
66610175,42.324664,-72.505652
66674227,42.324731,-72.505651
